xfer 2150-3-15 Al club 50
xfer 2150-3-15 club Al 1.002252 share
xfer 2150-3-15 contributions Barb 50
xfer 2150-3-15 Barb club 50
xfer 2150-3-15 club Barb 1.002252 share
xfer 2150-3-15 contributions Chas 50
xfer 2150-3-15 Chas club 50
xfer 2150-3-15 club Chas 1.002252 share
xfer 2150-3-15 contributions Deb 50
xfer 2150-3-15 Deb club 50
xfer 2150-3-15 club Deb 1.002252 share
xfer 2150-3-15 contributions Ed 50
xfer 2150-3-15 Ed club 50
xfer 2150-3-15 club Ed 1.002252 share
xfer 2150-3-15 contributions Frank 50
xfer 2150-3-15 Frank club 50
xfer 2150-3-15 club Frank 1.002252 share

# uh-oh, IE might not have been a good buy!
price 2150-3-30 IE 38.11
xfer 2150-3-30 interest club 1.62

# run "umm sample1.dat bal 2150-3-30"
# to find that club owns 32 shares of IE worth $1219.52, plus $326.26
# against 34.698756 shares outstanding: each share is worth $44.548571
# so each member buys 1.122370 shares

# meeting 7

xfer 2150-4-1 contributions Al 50
xfer 2150-4-1 Al club 50
xfer 2150-4-1 club Al 1.122370 share
xfer 2150-4-1 contributions Barb 50
xfer 2150-4-1 Barb club 50
xfer 2150-4-1 club Barb 1.122370 share
xfer 2150-4-1 contributions Chas 50
xfer 2150-4-1 Chas club 50
xfer 2150-4-1 club Chas 1.122370 share
xfer 2150-4-1 contributions Deb 50
xfer 2150-4-1 Deb club 50
xfer 2150-4-1 club Deb 1.122370 share
xfer 2150-4-1 contributions Ed 50
xfer 2150-4-1 Ed club 50
xfer 2150-4-1 club Ed 1.122370 share
xfer 2150-4-1 contributions Frank 50
xfer 2150-4-1 Frank club 50
xfer 2150-4-1 club Frank 1.122370 share

# members still believe in IE, so decide to buy more

xfer 2150-4-4 club cash 9 "commission to broker"
buy 2150-4-4 club 16 IE 607.20 "bought shares at 37.95"

# IE has recovered a little bit
price 2150-4-14 IE 39.50

# run "umm sample1.dat bal 2150-4-14"
# to find that club owns 48 shares of IE worth $1896.00, plus $10.06
# against 41.432976 shares outstanding: each share is worth $46.003454
# so each member buys 1.086875 shares

# meeting 8

xfer 2150-4-15 contributions Al 50
xfer 2150-4-15 Al club 50
xfer 2150-4-15 club Al 1.086875 share
xfer 2150-4-15 contributions Barb 50
xfer 2150-4-15 Barb club 50
xfer 2150-4-15 club Barb 1.086875 share
xfer 2150-4-15 contributions Chas 50
xfer 2150-4-15 Chas club 50
xfer 2150-4-15 club Chas 1.086875 share
xfer 2150-4-15 contributions Deb 50
xfer 2150-4-15 Deb club 50
xfer 2150-4-15 club Deb 1.086875 share
xfer 2150-4-15 contributions Ed 50
xfer 2150-4-15 Ed club 50
xfer 2150-4-15 club Ed 1.086875 share
xfer 2150-4-15 contributions Frank 50
xfer 2150-4-15 Frank club 50
xfer 2150-4-15 club Frank 1.086875 share

# IE goes up very nicely!
price 2150-4-30 IE 51.43
xfer 2150-4-30 interest club 1.54

# run "umm sample1.dat bal 2150-4-30"
# to find that club owns 48 shares of IE worth $2468.64, plus $311.60
# against 47.954226 shares outstanding: each share is worth $57.976955
# so each member buys 0.862412 shares... but AEthelraed misses again

# meeting 9

xfer 2150-5-1 contributions Al 50
xfer 2150-5-1 Al club 50
xfer 2150-5-1 club Al 0.862412 share
xfer 2150-5-1 contributions Barb 50
xfer 2150-5-1 Barb club 50
xfer 2150-5-1 club Barb 0.862412 share
xfer 2150-5-1 contributions Chas 50
xfer 2150-5-1 Chas club 50
xfer 2150-5-1 club Chas 0.862412 share
xfer 2150-5-1 contributions Deb 50
xfer 2150-5-1 Deb club 50
xfer 2150-5-1 club Deb 0.862412 share
todo 2150-5-1 AEthelraed misses!
xfer 2150-5-1 contributions Frank 50
xfer 2150-5-1 Frank club 50
xfer 2150-5-1 club Frank 0.862412 share

# And so on and on and on... make up your own numbers from here on!

